,Title,Generation,
756,Simone Biles: I went from foster care to the Olympics,"['Simone Biles's journey from foster care to the Olympics is an inspiration to everyone. She overcame many challenges, including being bullied in school, to achieve her dream.  Simone Biles was just a foster child when she began her journey to the Olympics. After making the jump to the juvenile system and then to the US Olympic Team, Biles is now one of the most accomplished athletes in the world.  Biles was born to a single mother in Houston, Texas, in 1997. At the tender age of 4, she was removed from her mother’s care and placed into foster care. Throughout her childhood, she bounced around between a few homes before she was finally placed into a permanent home with a family in California in 2006.  At the age of 13, Biles was spotted by the Texas A&M University coaches and decided to give gymnastics a try. After years of hard work and dedication, Biles made the US Olympic Team in 2011 and then quickly became a household name. She competed in the 2012 and 2016 Olympics and won a total of four gold medals (two in the all-around competition, and two in the floor exercise). In addition, she also won five silver medals and two bronze medals.  While it is clear that Biles has a long way to go before she can be considered a complete Olympic champion, her story is an inspiring one of overcoming obstacles and achieving success. She credits her success to her foster care upbringing, which taught her to never give up and always strive for the best.']",
757,A dark matter hurricane is headed our way,"[', and it could be the most destructive storm in recorded history.  Scientists have been warning for years that the number of severe weather events is on the rise, and the latest evidence suggests that this may be due to the increasing impact of dark matter.  A new report published in the journal Nature has shown that when dark matter is added to computer models of large-scale weather, the disturbance can cause significantly more severe events.  “What we found was that when we include Dark Matter, the likelihood of severe events increases by a factor of two or more,” said study author Rolandutenberg.  So what is dark matter, and what does it have to do with storms?  Most scientists believe that dark matter exists, but we still don’t know what it is. It’s a mysterious form of matter that doesn’t interact with any other forms of energy, and so scientists have been unable to find a way to detect it.  However, according to the authors of the new study, the impact of dark matter on large-scale weather events is undeniable.  “Our study provides the first convincing evidence of the impact of dark matter on severe weather events,” said study author Rolandutenberg.  “Our results underscore the need for further research in this area, in order to understand the origin and potential consequences of this dark matter on earth’s climate.”  So what does this mean for the future?  If scientists are right, then the increasing number of severe weather events may be due to the increasing impact of dark matter.  And as the storm heading our way illustrates, this can be quite destructive – particularly if it hits a populated area.  So if you’re feeling anxious about the future, don’t forget about the impact of dark matter on the world around us. It could be a big reason why our climate is changing, and it’s something that we need to be aware of.']",
758,An Incredibly Fast 'Dark Matter Hurricane' Is Blowing Past Earth Right Now,"['A dark matter hurricane is blowing past Earth right now, and scientists are totally baffled by its existence.  The tornado-like plume of dark matter particles was first spotted by the Large Hadron Collider back in early March, and has been increasing in size ever since.  Although scientists don't yet understand what causes dark matter hurricanes, they're excited to study them further as they could potentially provide new insights into the nature of dark matter.  Dark matter is a mysterious substance that scientists believe accounts for much of the mass in the universe, but they've yet to confirm its existence with direct measurements.  If you're interested in learning more about dark matter, be sure to check out our articles on the topic:  Sources:  https://www.space.com/30103-dark-matter-hurricane-coma.html  https://www.space.com/29997-large-hadron-collider-dark-matter-winds.html  NASA is tracking an incredibly fast 'dark matter hurricane' as it barrels past Earth today.  Scientists at NASA's Goddard Space Flight Center have released a video of an incredibly fast dark matter hurricane whirling around the Milky Way.  According to the scientists, the dark matter hurricane is traveling at a whopping 800,000 miles per hour, or million miles per hour!  The hurricane was captured by NASA's Chandra X-Ray Observatory and recorded in a series of stunning images.  ""The Chandra data reveal a spiral structure in the gas and dust around the black hole,"" said study co-author Aaron Romanowsky of the University of California, Davis. ""This tells us that the dark matter hurricane is probably an effect of the black hole's mass and gravity, rather than being caused by the swirling motion of the gas and dust.""  The study was published in the journal Nature.  Do you have any questions about the dark matter hurricane? Let us know in the comments below!']",
759,Pray that you don't win the billion dollar lottery,"['Please don't win the billion dollar lottery. I know it would be a huge change in our lives, but I just don't think it is worth it. Lotteries are definately not a reliable source of income, so I'm hoping that you will never have to worry about money that much.!  If you win the billion dollar lottery, please do not do anything stupid with the money and please let some other person win it so that they can do some good with it.  Please don't win the billion dollar lottery.  I hope that I don't win the billion dollar lottery, because it would be a huge waste of money. I would much rather save my money for something more important, like a new car or a trip to Europe.  Please don't win the billion dollar lottery!  I hope that I don't win the billion dollar lottery, because if I do, I will be very rich and I won't need to work anymore.  I don't believe in luck, so I can't pray for that to happen.  I hope you don't win the billion dollar lottery, but if you do, please use your money to do good things instead of buying yourself a fancy car or a mansion.']",
760,Trump and Putin: the pictures tell the story,"['President Donald Trump and Russian President Vladimir Putin met on Monday in Helsinki, Finland. The two leaders appeared to have a positive chemistry, with Trump going so far as to say that Putin was ""very strong"" and ""very smart.""  Below are some photos from the meeting that tell the story.  As President Donald Trump meets Russian President Vladimir Putin in Helsinki, Finland, the media is full of images of the two leaders. We've compiled some of our favorite photos from the summit.  The joint press conference between US President Donald Trump and Russian President Vladimir Putin in Helsinki, Finland on July 16, 2018 was met with much criticism. The two leaders appeared to not only disagree on many key issues, but also to be openly hostile towards each other. However, some incredible photos from the event show a more nuanced and complicated reality.  Donald Trump and Vladimir Putin meet in Helsinki, Finland, on July 16, 2018.  Since Donald Trump unexpectedly won the US election via a surprising upset victory, many people have been wondering what this will mean for the future of US-Russia relations. Here are some pictures of the two leaders that tell the story.  Image copyright Reuters Image caption Mr Trump (L) and Mr Putin at a press conference in November  Image copyright Getty Images Image caption Mr Trump and his wife Melania take Spice Girls singer Geri Halliwell and her husband Rick Hall at a reception at the Trump International Hotel in Washington  Image copyright AFP Image caption The two leaders met in Vietnam in November  Image copyright Reuters Image caption Mr Trump and Mr Putin hold a joint news conference after their meeting in Vietnam']",
761,How to prepare for ex-President Trump,"['There is no one-size-fits-all answer to this question, as the approach that is best for preparing for ex-President Trump may vary depending on your personal circumstances. However, some tips on how to prepare for ex-President Trump may include:  1. Stay informed. Keep up to date on the latest news and developments related to ex-President Trump by regularly reading the news and watching TV news broadcasts. Pay attention to how ex-President Trump is being portrayed in the media, and be aware of how his policies could potentially impact your own life.  2. Get organized. Make sure you have a plan in place in case of an emergency, such as having copies of your important documents in a safe place,anda list of contacts in case you need help.  3. Stay calm and respectful. Do not get overly excited or panicked about ex-President Trump's potential presidency, and be respectful of everyone's rights and opinions.  4. Stay safe.be aware of your surroundings, and take necessary steps to protect yourself from possible attacks or threats.  There is no one-size-fits-all answer to this question, since the preparations individuals make will vary depending on the individual's personal circumstances and beliefs. However, some tips on how to prepare for a potential Trump presidency may include:  1. Get involved in local and national political affairs. There is no guarantee that Trump will be elected, but getting involved in the political process and learning as much as you can about both the Democratic and Republican parties will give you a better sense of what is happening in Washington and will help you make informed choices when voting.  2. Maintain a positive attitude. Even if Trump is elected and carries out policies that you disagree with, it is important to maintain a positive attitude and focus on the things that you can control, such as your own personal life and how you approach conversations with others.  3. Be prepared to take action. No matter what the outcome of the 2016 election, it is important to be prepared to take action if Trump implements policies that you believe are harmful or oppressive. For example, if you believe that Trump's proposed immigration policies are discriminatory or harmful, you may want to start mobilizing opposition to them now.']",
762,Michael Cohen implicates Trump in hush money scheme,"['President Donald Trump’s longtime personal lawyer, Michael Cohen, implicates the president in a scheme to pay off two women to keep them silent about their affairs with Trump, according to a new report.  The report, from the New York Times, says that Cohen taped a conversation in which he and Trump discuss the payment to former Playboy model Karen McDougal.  Cohen is also quoted as saying that he made a $130,000 payment to porn star Stormy Daniels to keep her quiet about a sexual encounter she had with Trump in 2006.  The report comes as Cohen is negotiating a possible plea deal with the feds.  Washington D.C. - Attorney Michael Cohen implicates President Donald Trump in a scheme to silence two women who alleged affairs with Trump, alleging that Trump directed Cohen to make a hush money payment to the women.  Cohen made the disclosure in a potential criminal proceeding in which he is expected to offer damning testimony Against Trump.  The New York Times reports:  In interviews and court filings, Mr. Cohen has implicated the president in a scheme to silence two women who had alleged affairs with Mr. Trump.  Mr. Trump has strenuously denied the allegations of sexual misconduct, most recently in a statement on Thursday in which he attacked Mr. Cohen as a “rat” and a “liar.”  But Mr. Cohen said in a federal court filing on Tuesday that he had “made arrangements in the past” to pay women to stay silent about their affairs with Mr. Trump. He said one of the payments was made “for the principal purpose of influencing the election” and was ultimately failed.  The filings suggest that Mr. Cohen is poised to play a central role in any potential criminal case against Mr. Trump, although it is still unclear what charges, if any, Mr. Cohen might ultimately face.  The revelations could thrust the president into the center of a potential constitutional crisis. Mr. Cohen is likely to provide damning testimony about Mr. Trump’s intent when he directed him to make the payments. That testimony could place the president in significant legal jeopardy.']",
763,Two people testified. Then millions had their say,"['On February 17, 2018, the United States Supreme Court heard arguments in the case of Masterpiece Cakeshop, Ltd. v. Colorado Civil Rights Commission. The case centers around a bakery, Masterpiece Cakeshop, that refused to create a cake for a same-sex wedding. The business was fined by the Colorado Civil Rights Commission, which the bakery argued was an unconstitutional violation of its freedom of expression.  Three people testified during the hearing. Those witnesses were:  Jonathan Masterpiece, the owner of the Masterpiece Cakeshop Sherrilyn Ifill, president and director-counsel of the NAACP Legal Defense and Education Fund Craig Silverman, founder and editor-in-chief of LGBTQ Nation  The Court heard arguments from both sides on March 26, 2018. The case is expected to be decided in late summer or early fall.  On September 27, 1939, Adolf Hitler and Benito Mussolini met in Munich to sign the Treaty of Rome. The treaty formalized the alliance between Nazi Germany and Mussolini’s Italy, and committed the two countries to mutual assistance in the event of an attack on one another.  The treaty was controversial from the start, and many in the international community were suspicious of the alliance. Two people who testified to the treaty’s dangers were Étienne Carjat, a French diplomat, and Constantin von Neurath, a German ambassador.  Carjat testified that the treaty would lead to the expansion of Nazi power and aggression, while von Neurath warned of the dangers of Italian fascism. Their testimony made a significant impact on the international community, and their warnings helped prevent a war between Nazi Germany and Italy.']",
764,In 2017,"[', Hanke repped clients in a number of industries, including technology, healthcare, and automotive.  Hanke is a 1987 graduate of Dartmouth College, where he studied mathematics and economics., the S.S. Atlantic started to experience a series of engine failures. The cruise ship was forced to turn back to its port of call in the Bahamas, causing a significant delay in the passengers’ arrival.  In 2018, the S.S. Atlantic experienced another engine failure, this time while en route to the Bahamas. The cruise ship was forced to turn back to its port of call in Florida, causing more delays for the passengers.  These engine failures are likely causing significant damage to the cruise ship, and costing the company significant amounts of money. If the engine failures are not fixed, it is possible that the cruise ship may be unable to continue sailing, which would cause even more delays for the passengers., the Sunshine State was home to a record-breaking 1.8 million jobs, a 1.1 percent unemployment rate, and a $263.7 billion GDP.  Florida has emerged as one of the top states in the nation for business and job creation. In 2017, the Sunshine State was home to a record-breaking 1.8 million jobs, a 1.1 percent unemployment rate, and a $263.7 billion GDP.']",
765,30 top takes of 2017,"['1. @realDonaldTrump is the best tweet president ever  2. Netflix is the best thing to happen to TV  3. Kim Kardashian West is the best celebrity  4. DACA is still the best thing to happen to America  5. Every meme is the best thing ever  6. The OPPOSITION is still the best political party  7. 'The Rocky Horror Picture Show' is the best movie  8. 'Lady Bird' is the best movie of the year  9. 'Stranger Things' is the best show on TV  10. Every pizza is the best pizza    1. ""The year was 2017, and women finally had the platform they needed to be heard and believed.""  2. ""In 2017, we saw a record number of women elected to office.""  3. ""In 2017, we saw a record number of women join the workforce.""  4. ""In 2017, we saw a record number of women come forward with stories of sexual assault and harassment.""  5. ""In 2017, we saw a record number of women speak out against sexual assault and harassment.""  6. ""In 2017, we saw a record number of women speak out against gender inequality.""  7. ""In 2017, we saw a record number of women speak out against sexual assault and harassment in the workplace.""  8. ""In 2017, we saw a record number of women speak out against gender inequality in the workplace.""  9. ""In 2017, we saw a record number of women be elected to office.""  10. ""In 2017, we saw a record number of women be appointed to high-profile positions.""']",
766,Why I'm speaking up about Mark Halperin,"['I'm speaking out to call out Mark Halperin as a sexual abuser and harassing behavior. I know many people who have experienced abuse and harassment by Halperin and I stand with them in calling out this man for his abuse.  I am speaking out about Mark Halperin because I have worked with him in the past and I know him to be a good person. I believe that he did not deliberately sexually harass or assault any women, and I refuse to believe that he would do something like that. I believe that he is innocent of any wrongdoing.  I am speaking out about Mark Halperin because I have worked with him professionally and I believe him to be a good person. I have never witnessed any actions or behaviors that would make me think he is capable of engaging in sexual harassment or other inappropriate behavior.  I believe that he would not knowingly engage in any behavior that would make someone feel uncomfortable. I believe that he is unaware of any inappropriate behavior that has taken place and that he would be horrified if he knew of any such behavior.  I know that he is remorseful for any actions or behaviors that have made people feel uncomfortable and I believe that he will take appropriate steps to ensure that such behavior does not take place in the future.']",
767,Nikki Haley: An unprecedented step on human rights,"['The United States Ambassador to the United Nations Nikki Haley has said in a speech that the Trump administration is taking an ""unprecedented step"" on human rights with its new policies.  Haley said the US would be ""taking names"" of countries that fail to improve their human rights records.  The Trump administration has also announced a review of foreign aid to countries that do not meet human rights standards.  Nikki Haley, the United States Ambassador to the United Nations, described President Donald Trump’s decision to recognize Jerusalem as the capital of Israel as “unprecedented” and a “step forward in human rights.”  “I think it’s an unprecedented step on human rights,” Haley said on NBC’s “Meet the Press” Sunday. Trump’s decision, she added, “underscores that the United States is going to continue to stand with Israel and support her right to exist and her right to live in peace.”  “And I think that’s really important,” Haley said. “The world is watching. And we’re going to make sure that the Palestinians are treated fairly and that Israel is treated fairly.”  In a speech to the United Nations General Assembly on Tuesday, Haley denounced the “Armenian genocide denial” by some member states and warned that the UN could not be a “peacekeeper for the world” if it does not take on the issue.  Haley, who was born in South Carolina, is the first African American to serve as ambassador to the UN.']",
768,After baseball attack,"['I was just about to head to my car when I heard a loud pop. I turned around to see a man wearing a red, white, and blue baseball cap walking up to me with a gun pointed at my head. He yelled, ""Give me your wallet and phone!"" I emptied my pockets and handed him my phone and wallet. As he was walking away, I saw he had a female companion walking behind him.:  An individual may experience post-traumatic stress symptoms after an assault, such as feeling jumpy or having recurrent nightmares. Often, people with post-traumatic stress Disorder also experience mood swings, difficulty concentrating, and feeling irritable.  On March 4, 2016, a heavily armed man attacked fans at a baseball game in San Francisco. The man reportedly shouted ""Allahu akbar"" before opening fire in the stands, injuring five people. The man was shot and killed by police officers who were in the area. The FBI has stated that the attack may have been motivated by terrorism.  In April of 2013, a young woman was assaulted while walking home from a baseball game in Boston. She was punched in the face and knocked to the ground, where she was kicked and punched repeatedly by her assailants. She was able to run to a nearby house for help, where she was treated for her injuries. Police have yet to identify any suspects in the attack.']",
769,Trump's presidency: Cartoon views from around the world and at home,"['Related cartoons about Donald Trump:  1) ""The greatest show on Earth"" - A cartoon view of Donald Trump as the greatest showman in the world.  2) ""The new president"" - A cartoon depiction of Donald Trump as the new president, taking office on January 20th.  3) ""The democrats' nightmare"" - A cartoon depicting Donald Trump as a scary president, leading the democrats into a nightmare.  4) ""Terrorism with Donald Trump"" - A cartoon depicting Donald Trump as a would-be terrorist, causing chaos and fear.  5) ""A mess in the Oval Office"" - A cartoon depicting Donald Trump as a messy president, with a lot of work to do in the Oval Office.  Cartoonists around the world took to their pens to offer their thoughts on President Donald Trump's first hundred days in office. Here are some of their cartoons:  Looking at President Donald Trump's first 100 days in office, we see a variety of reactions and views around the world. Here are some of our favourites:  A cartoon about the presidency of Donald Trump from different perspectives around the world and in the US.  This week, we take a look at how people around the world are reacting to Donald Trump's presidency. From cartoons in the international press to satirical takes in the United States, there's a lot of opinion on the new U.S. leader.']",
770,Bill Nye: Science made America great,"['So, some people might say that the accomplishments of America are due to the science that was conducted here. I think this is a plausible argument, especially considering the role that science has played in developing our technology and our economy. America was able to become a world leader in many industries because of the innovation and research that has been conducted here. Without science, our economy would be much smaller and less developed.  So, I would say that science made America great, and it is something that we should continue to focus on. We can't go back to the days when science wasn't a important part of our society, and we definitely don't want to see America fall behind in the world rankings because of it..  Wrong.  In fact, making America great was the result of America's greatness being built on the back of science and innovation. America became the world's leading economic and military superpower because we fostered an environment that encourages creativity, experimentation, and intellectual exploration.  Science and technology have always been key to our country's success. For centuries, Americans have used science and technology to find new ways to make our lives better. We've advanced medical technology, developed new crops and technologies, and created new methods of transportation and communication.  Science has also played an important role in our nation's defense. From the development of the atomic bomb to the invention of GPS and advanced computing, science has been essential to the military's efforts to protect our country.   Science has brought us so much happiness, too. We've been able to enjoy life more fully by potentially curing diseases and making life easier with technologies like the internet. Science has even led to some amazing discoveries that have changed the way we view the world, like the theory of evolution.  So, in a nutshell, science has made America great, and our greatness is the result of our science. Thank you, science!']",
771,George Takei: On this Remembrance Day,"[', we should remember the victims of the Nazi Holocaust, including six million Jewish people who were systematically murdered in concentration and extermination camps. We should also remember the millions of other civilians who were killed in World War II, including those who died in battle or as a result of famine, disease, and the bombing of Hiroshima and Nagasaki.  I grew up in a family of Japanese-Americans who were interned during World War II. My parents and my six siblings were among the 120,000 Japanese-Americans who were forcibly removed from our homes and incarcerated in concentration camps, including the infamous Heart Mountain concentration camp in Wyoming.  As a child, it was difficult for me to comprehend the abhorrent bigotry and hatred that led to the Holocaust and the extermination of millions of innocent people. But what I remember most is the warmth and friendship of my family, who never gave up on us despite the adversity we faced.  Today, we should remember the victims of the Holocaust and the millions of other civilians who were killed in World War II, and pledge to never repeat these atrocities., I honor the countless American and allied servicemen and women who have given their lives in defense of our freedoms.  As we remember them, let us pledge to do all that we can to ensure that their sacrifices are not in vain. They deserve nothing less.']",
772,David Axelrod: I woke up this morning as an alternative fact,"['believer.  Tom Brokaw: I woke up this morning as an alternative fact believer.-denier.  Dick Cheney: I woke up this morning as an alternative fact-denier. guy.  Annie Karni: I woke up this morning as a journalism nerd. president.  Alternative facts are when something is not true, but people believe it anyway because it is convenient or it fits with their worldview. For example, Donald Trump says that 3 million people voted illegally in the 2016 election, even though there is no evidence to support this claim. This is called a false narrative.  In the early hours of Friday, January 20th, I was inaugurated as the 44th President of the United States of America. I am proud to have been given this incredible opportunity and to serve the American people.-er.  Sean Spicer: Alternative facts are facts that defy common understanding. believer  I woke up this morning as an alternative fact believer. It's a new day and there are new facts to explore. believer.  There are things that we take for granted in our lives that just aren't true. For example, when I woke up this morning, I assumed that Donald Trump was actually a president of the United States.   alternative facts voter.  Al Gore: I wake up every morning as an Al Gore voter.']",
773,The Donald Trump presidency: How the world sees it,"['US President Donald Trump is the 45th president of the United States.  Image copyright AFP  The opinions expressed in this article are those of the author and do not necessarily reflect the position of the BBC or its staff.  Amidst the inauguration of President Donald Trump, many have been trying to make sense of Trump's policies and how the world will respond. Here's a look at some key factors:  Russia  Russia has been one of Trump's most outspoken critics since he entered office, with the two leaders often fraying over the U.S. missile strike on Syria. Trump has also expressed a desire to improve relations with Moscow, even as U.S. intelligence agencies have concluded that Russia interfered in the 2016 presidential election in an attempt to help Trump win.  China  China has been Trump's biggest economic supporter since he took office, with Beijing agreeing to invest more than $350 billion in the U.S. economy in the coming years. However, Beijing may be disappointed with Trump's decision to withdraw from the Trans-Pacific Partnership trade agreement and his hardline stance on trade with China.  North Korea  Trump's relationship with North Korea has been one of the most closely watched in recent years. Trump has repeatedly called for Pyongyang to give up its nuclear weapons program and has threatened military action if necessary. However, Trump has also signaled a willingness to work with North Korea if it agrees to denuclearize.  Israel  Trump has been a staunch supporter of Israel, calling for stronger ties between the U.S. and the Jewish state. Trump has also signaled a willingness to move the U.S. embassy in Israel from Tel Aviv to Jerusalem, a move that would likely inflame tensions with the Palestinian Authority.']",
774,David Axelrod: Obama's legacy can't be erased,"[', but it can be tarnished  Former White House senior adviser David Axelrod believes the Obama presidency will be remembered more for the lows than the highs.  After eight years of being in the White House, one thing is for certain: President Barack Obama's legacy will be remembered.  From his historic presidential election in 2008 to his unstinting support of women's rights, gay rights and multiculturalism, Obama was a leader in pushing the country in a new direction.  The president also helped solidify the U.S. economy, while altering relations with Moscow and Beijing.  But despite his successes, Obama's legacy is not without its critics.  Critics say the president's healthcare reform law was too expensive and that his administration hasn't done enough to address income inequality.  Nevertheless, Obama leaves office with a very clear record of accomplishment and a lasting imprint on American politics., but he shouldered much of the blame  President Obama's legacy is something that will be debated long after his time in office ends. But his decision to enter into the Syrian civil war was a mistake that can't be erased.  My colleague Ezra Klein has asked a great question: What is Obama's legacy? And the answer, I think, is not so clear. Obama is remembered very fondly by many people on the left, who see him as a president who expanded healthcare coverage, presided over the recovery from the Great Recession, and advanced social liberalism. But there are also a lot of people on the right who view Obama as a president who hamstrung the free market, raised taxes, and expanded the role of the federal government.  So if we're looking for Obama's legacy to be one thing, it's probably not clear. But if we're looking for his legacy to be the sum total of all his policies, then it would be difficult to argue that it isn't a mixed bag.']",
775,Trump's America: Cartoon views from around the world,"['1 of 8 A Cambodian woman looks at a caricature of U.S. President Donald Trump in Phnom Penh, Cambodia, Thursday, Feb. 1, 2017. Trump is depicted as a giant with a small head and bulging eyes. Agence France-Presse/AP Share this slide:  AP   cartoonviews.net is a satirical website that publishes cartoons about the US political landscape.  The website has cartoons from around the world, including those from the UK, France, Brazil, Argentina, Mexico, Panama, Venezuela, Colombia, Peru, and Chile.  Some of the cartoons focus on Trump and his administration, while others explore deeper topics such as the US midterm elections.  Cartoons depicting the Trump administration and America in 2017  The following cartoons about America from around the world are provided by The New York Times. Click on the cartoon to view a larger version.  Cartoon views of the current state of America under President Donald Trump.  Aug. 30, 2017  Supporters of Republican U.S. President Donald Trump and of the far-right National Front (FN) hold signs in a rally in Marseille, southern France, on July 13, 2017. REUTERS/Benoit Tessier  Supporters of Republican U.S. President Donald Trump and of the far-right National Front (FN) hold signs in a rally in Marseille, southern France, on July 13, 2017. REUTERS/Benoit Tessier  Supporters of Republican U.S. President Donald Trump and of the far-right National Front (FN) hold signs in a rally in Marseille, southern France, on July 13, 2017. REUTERS/Benoit Tessier  Supporters of Republican U.S. President Donald Trump and of the far-right National Front (FN) hold signs in a rally in Marseille, southern France, on July 13, 2017. REUTERS/Benoit Tessier  Supporters of Republican U.S. President Donald Trump and of the far-right National Front (FN) hold signs in a rally in Marseille, southern France, on July 13, 2017. REUTERS/Benoit Tessier   Supporters of the far-right National Front (FN) in Nanterre, near Paris, France, on April 18, 2017. REUTERS/Philippe Wojazer  A supporter of Republican U.S. President Donald Trump holds an ""Make America Great Again"" flag as he listens to the national anthem before a rally at the Von Braun Center in Huntsville, Alabama, U.S. February 25, 2017. REUTERS/Marvin Gentry  Supporters of Republican U.S. President Donald Trump and of the far-right National Front (FN) clash with riot police in protests on July 13, 2017 in Marseille, southern France. The controversial U.S. president arrived for a rally after visiting the NATO military alliance in Brussels. / AFP PHOTO / JEAN-CHRISTOPHE VERHAEGEN (Photo credit should read JEAN-CHRISTOPHE VERHAEGEN/AFP/Getty Images)  A supporter of Republican U.S. President Donald Trump holds a ""Make America Great Again"" flag during a rally in Tampa, Florida, U.S. August 1, 2017.']",
776,20 top takes on 2016,"['1. “The future is female.”  2. “Work-life balance is finally becoming a priority.”  3. “We’re all in this together.”  4. “We’re learning to embrace digital detoxes.”  5. “People are becoming more creative.”  6. “We’re learning to love ourselves.”  7. “2016 was the year of the activist.”  8. “We’re finally realizing that we are all in this together.”  9. “We’re learning to love ourselves for who we are.”  10. “We’re learning to be more compassionate.”  1. 2016 was a monumental year – and not just because Donald Trump was elected president!  2. Technology continues to revolutionize our lives, and we're only just starting to scratch the surface of what's possible.  3. The world is changing faster than ever, and it's important that we all stay alert and continue learning.  4. There were so many incredible stories and moments in 2016, and we can't wait to see what happens in the next year.  5. There were a lot of great books and movies released in 2016, and we can't wait to see what 2017 has in store!  6. 2016 was an incredible year for music, and we can't wait to see what 2017 has in store.  7. We had an amazing summer in 2016, and we can't wait to see what 2017 has in store for us.  8. 2016 was a year of incredible growth and progress for many marginalized communities, and we can't wait to see what 2017 has in store.  9. 2016 was a year of political and social upheaval, and we can't wait to see what 2017 has in store.  10. 2016 was a year of birth and death, and we can't wait to see what 2017 has in store for us.']",
777,The long,"['-term goal of the SRI-Leveraging Capacity Project is to build capacity within the Sri Lanka shortfall sector to achieve sustained development. The project's three main objectives are to:  1. Improve the management of public sector assets and improve their technical and operational efficiency.  2. Improve the management of private sector initiatives and improve their technical and operational efficiency.  3. Increase the participation of the private sector in public sector projects.  The project will achieve its long-term objectives by working with key stakeholder groups to develop and implement a five-year action plan. The project will also support the development of a long-term institutional framework for the sector.-awaited fall of Muammar Gaddafi was a watershed event in the Arab Spring. For the first time, an Arab autocrat was overthrown by peaceful protests.  The protests were started in early 2011 when Tunisian students started a wave of protests against their dictatorship. Syria and Libya soon followed suit, with protests against their own dictators.  With the fall of Gaddafi, these brave and inspiring protestors had a victory to celebrate. Libya also became a much more democratic country, with an elected parliament and a free press.-term sustainability and resilience of social-ecological systems  Most social-ecological systems are unable to persist over a long period of time under any near-term or long-term stress scenarios. However, some social-ecological systems can persist for longer periods of time if certain resilience mechanisms are in place. Resilience mechanisms can include diversity in populations, local adaptation, and redundancy in systems.']",
778,Barack Obama: America will take the giant leap to Mars,"['That's right, my fellow Americans. We will take the giant leap to Mars. I promise.  Yes, I believe that we can and will send humans to Mars, and that this is the next giant leap for human progress.  Bernie Sanders: America will take the giant leap to Mars  Donald Trump: America will take the giant leap to Mars  Barack Obama: America is leading the way to Mars  Barack Obama: America will take the giant leap to Mars  Statement by President Barack Obama on America's intention to send a manned mission to Mars:   ""And we will achieve this goal not by sitting here on Earth, but by pushing beyond our current boundaries, and reaching for the stars.  Because this is what makes us American. This is what makes us exceptional. We don't just stand at the top of the heap; we push ourselves to be better.  So while our enemies try to pull us back, I want us to remember our promise to explore and discover and find new ways to serve our people.  We will take the giant leap to Mars, and because we do, we will pave the way for generations of Americans to come who will continue to make our country the greatest and most ambitious on Earth.""']",
779,Michelle Obama: This issue is personal for me,"['In a speech on Friday, Jan. 12, first lady Michelle Obama said she is ""angry"" about the current state of politics. Addressing the recent state of the nation, Obama said she and her husband have been ""robbed"" of the opportunity to have an impact on the country.  ""We've been robbed of the chance to have an impact on the kinds of policies that are being made,"" Obama said. ""And that's not just because we don't have a seat at the table. It's also because our voices are often ignored.""  Obama specifically called out the Republican party, saying that they ""bank on fear and division"" in order to stay in power.  ""They've built a whole political platform on attacking people who are different, on using fear and lies to make people doubt their own intelligence and their own worth,"" Obama said. ""It's not going to work.""  The first lady has been an outspoken advocate for women's rights and civil rights throughout her time in politics. She has also previously denounced the current state of the nation, saying that democracy is ""folk mythology"" if it does not include the collective voice of all people.  First Lady Michelle Obama offered a passionate plea for gun reform during a speech at the State of the Union address on Wednesday night.  ""When I see kids in Newtown, I see my kids. I see my sons,"" Obama said. ""I see the families who are still trying to make sense of why their loved ones were taken from them.""  Her husband, President Obama, echoed her sentiments in his own speech later in the night.  ""The question is not just whether we can prevent mass shootings, but whether we can build a society where they never happen,"" the president said.  In the wake of the shooting in Newtown, Conn., both the president and first lady have called for stricter gun regulations.']",
780,Know which VP tackled a Heisman Trophy winner?,"['The Vice President of the United States tackled the Heisman Trophy winner.  Joe Montana tackled a Heisman Trophy winner.  Joe Biden tackled Herschel Walker.  Mike Slive tackled Auburn quarterback Cam Newton in the 2009 Heisman Trophy ceremony.  Joe Paterno - he coached against the eventual Heisman winner Reggie Bush.  Rahm Emanuel, who was the Vice President of the United States at the time, tackled USC running back Reggie Bush on September 24, 2005.  Joe Biden tackled a Heisman Trophy winner.  John Engle, who was the Vice President for Athletics at the University of Washington, was the person who tackled the Heisman Trophy winner in the 1974 season.  Joe Paterno tackled Barry Sanders when Sanders was picking up the Heisman Trophy.  Joe Paterno tackled Heisman Trophy winner Mike Leach.  Vice President Al Gore was the Vice President of the United States when Troy Aikman won the Heisman Trophy in 1989.  Cheney did not tackle a Heisman Trophy winner.  In 1988, Vice President George H.W. Bush tackled Notre Dame running back Joe Theismann during a pre-game ceremony.  Joey Harrington tackled Tim Tebow.  Martin O'Malley  Joe Paterno was the head coach of the Penn State Nittany Lions when running back Herschel Walker won the Heisman Trophy in 1982.']",
